Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Foot Locker,1128299,44341,Southeast,Virginia,Richmond,Men's Street Footwear,1970-01-01 03:00:00.050000,500,250000,87500,0.35,In-store
Foot Locker,1128299,44341,Southeast,Virginia,Richmond,Men's Athletic Footwear,55.00000000000001,1970-01-01 03:00:00.350000,192500.00000000003,67375,0.35,In-store
Foot Locker,1128299,44341,Southeast,Virginia,Richmond,Women's Street Footwear,55.00000000000001,350,1970-01-01 03:03:12.500000,67375,0.35,In-store
Foot Locker,1128299,44341,Southeast,Virginia,Richmond,Women's Athletic Footwear,50,275,137500,1970-01-01 03:00:48.125000,0.35,In-store
Foot Locker,1128299,44341,Southeast,Virginia,Richmond,Men's Apparel,44.99999999999999,175,78749.99999999999,31499.999999999996,1970-01-01 03:00:00,In-store
Foot Locker,1128299,2021-05-25 00:00:00,Southeast,Virginia,Richmond,Women's Apparel,60,525,315000,94500,0.3,In-store
Foot Locker,1128299,2021-06-24 00:00:00,Southeast,Virginia,Richmond,Men's Street Footwear,54.99999999999999,775,426249.99999999994,149187.49999999997,0.35,In-store
Foot Locker,1128299,2021-06-24 00:00:00,Southeast,Virginia,Richmond,Men's Athletic Footwear,64.99999999999999,650,422499.9999999999,147874.99999999994,0.35,In-store
Foot Locker,1970-01-01 03:18:48.299000,2021-06-24 00:00:00,Southeast,Virginia,Richmond,Women's Street Footwear,80,650,520000,182000,0.35,In-store
Foot Locker,1128299,2021-06-24 00:00:00,Southeast,Virginia,Richmond,Women's Athletic Footwear,80,525,420000,147000,0.35,In-store
Foot Locker,1128299,44371,Southeast,Virginia,Richmond,Men's Apparel,90,400,360000,144000,0.4,In-store
Foot Locker,1128299,2021-06-24 00:00:00,Southeast,Virginia,Richmond,Women's Apparel,105,700,735000,220500,0.3,In-store
Foot Locker,1128299,2021-07-23 00:00:00,Southeast,Virginia,Richmond,Men's Street Footwear,85,850,722500,252874.99999999997,0.35,In-store
Foot Locker,1128299,2021-07-23 00:00:00,Southeast,Virginia,Richmond,Men's Athletic Footwear,90,700,630000,220500,0.35,In-store
Foot Locker,1128299,44400,Southeast,Virginia,Richmond,Women's Street Footwear,1970-01-01 03:00:00.090000,650,585000,204750,0.35,In-store
Foot Locker,1128299,44400,Southeast,Virginia,Richmond,Women's Athletic Footwear,85,1970-01-01 03:00:00.550000,467500,163625,0.35,In-store
Foot Locker,1128299,44400,Southeast,Virginia,Richmond,Men's Apparel,90,600,1970-01-01 03:09:00,216000,0.4,In-store
Foot Locker,1128299,44400,Southeast,Virginia,Richmond,Women's Apparel,105,600,630000,1970-01-01 03:03:09,0.3,In-store
Foot Locker,1128299,44432,Southeast,Virginia,Richmond,Men's Street Footwear,90,800,720000,251999.99999999997,1970-01-01 03:00:00,In-store
Foot Locker,1128299,2021-08-24 00:00:00,Southeast,Virginia,Richmond,Men's Athletic Footwear,80,775,620000,217000,0.35,In-store
Foot Locker,1128299,2021-08-24 00:00:00,Southeast,Virginia,Richmond,Women's Street Footwear,70,650,455000,159250,0.35,In-store
Foot Locker,1128299,2021-08-24 00:00:00,Southeast,Virginia,Richmond,Women's Athletic Footwear,70,425,297500,104125,0.35,In-store
Foot Locker,1970-01-01 03:18:48.299000,2021-08-24 00:00:00,Southeast,Virginia,Richmond,Men's Apparel,70,425,297500,119000,0.4,In-store
Foot Locker,1128299,2021-08-24 00:00:00,Southeast,Virginia,Richmond,Women's Apparel,75,250,187500,56250,0.3,In-store
Foot Locker,1128299,44464,Southeast,Virginia,Richmond,Men's Street Footwear,50.000000000000014,450,225000.00000000006,78750.00000000001,0.35,In-store
Foot Locker,1128299,2021-09-25 00:00:00,Southeast,Virginia,Richmond,Men's Athletic Footwear,55.000000000000014,450,247500.00000000006,86625.00000000001,0.35,In-store
Foot Locker,1128299,2021-09-25 00:00:00,Southeast,Virginia,Richmond,Women's Street Footwear,50.000000000000014,250,125000.00000000003,43750.00000000001,0.35,In-store
Foot Locker,1128299,2021-09-25 00:00:00,Southeast,Virginia,Richmond,Women's Athletic Footwear,50.000000000000014,200,100000.00000000003,35000.00000000001,0.35,In-store
Foot Locker,1128299,44464,Southeast,Virginia,Richmond,Men's Apparel,1970-01-01 03:00:00.060000,225,135000.00000000003,54000.000000000015,0.4,In-store
Foot Locker,1128299,44464,Southeast,Virginia,Richmond,Women's Apparel,44.99999999999999,1970-01-01 03:00:00.250000,112499.99999999999,33749.99999999999,0.3,In-store
Foot Locker,1128299,44493,Southeast,Virginia,Richmond,Men's Street Footwear,40,350,1970-01-01 03:02:20,49000,0.35,In-store
Foot Locker,1128299,44493,Southeast,Virginia,Richmond,Men's Athletic Footwear,55.000000000000014,525,288750.00000000006,1970-01-01 03:01:41.062000,0.35,In-store
Foot Locker,1128299,44493,Southeast,Virginia,Richmond,Women's Street Footwear,50.000000000000014,350,175000.00000000006,61250.000000000015,1970-01-01 03:00:00,In-store
Foot Locker,1128299,2021-10-24 00:00:00,Southeast,Virginia,Richmond,Women's Athletic Footwear,45.00000000000001,325,146250.00000000003,51187.50000000001,0.35,In-store
Foot Locker,1128299,2021-10-24 00:00:00,Southeast,Virginia,Richmond,Men's Apparel,55.00000000000001,300,165000.00000000003,66000.00000000001,0.4,In-store
Foot Locker,1128299,2021-10-24 00:00:00,Southeast,Virginia,Richmond,Women's Apparel,60.00000000000001,350,210000.00000000003,63000.00000000001,0.3,In-store
Foot Locker,1970-01-01 03:18:48.299000,2021-11-24 00:00:00,Southeast,Virginia,Richmond,Men's Street Footwear,45.00000000000001,575,258750.00000000003,90562.5,0.35,In-store
Foot Locker,1128299,2021-11-24 00:00:00,Southeast,Virginia,Richmond,Men's Athletic Footwear,50.000000000000014,650,325000.0000000001,113750.00000000003,0.35,In-store
Foot Locker,1128299,44524,Southeast,Virginia,Richmond,Women's Street Footwear,45.00000000000001,475,213750.00000000003,74812.5,0.35,In-store
Foot Locker,1128299,2021-11-24 00:00:00,Southeast,Virginia,Richmond,Women's Athletic Footwear,55.000000000000014,450,247500.00000000006,86625.00000000001,0.35,In-store
Foot Locker,1128299,2021-11-24 00:00:00,Southeast,Virginia,Richmond,Men's Apparel,75.00000000000001,425,318750.00000000006,127500.00000000003,0.4,In-store
Foot Locker,1128299,2021-11-24 00:00:00,Southeast,Virginia,Richmond,Women's Apparel,80.00000000000001,550,440000.00000000006,132000,0.3,In-store
Foot Locker,1128299,44553,Southeast,Virginia,Richmond,Men's Street Footwear,1970-01-01 03:00:00.065000,750,487500.0000000001,170625.00000000003,0.35,In-store
Foot Locker,1128299,44553,Southeast,Virginia,Richmond,Men's Athletic Footwear,75.00000000000003,1970-01-01 03:00:00.750000,562500.0000000002,196875.00000000006,0.35,In-store
Sports Direct,1128299,44553,Southeast,Virginia,Richmond,Women's Street Footwear,70.00000000000001,550,1970-01-01 03:06:25,134750,0.35,In-store
Sports Direct,1128299,44553,Southeast,Virginia,Richmond,Women's Athletic Footwear,70.00000000000001,550,385000.00000000006,1970-01-01 03:02:14.750000,0.35,In-store
Sports Direct,1128299,44553,Southeast,Virginia,Richmond,Men's Apparel,80.00000000000001,475,380000.00000000006,152000.00000000003,1970-01-01 03:00:00,In-store
Sports Direct,1128299,2021-12-23 00:00:00,Southeast,Virginia,Richmond,Women's Apparel,85.00000000000001,575,488750.00000000006,146625,0.3,In-store
Sports Direct,1185732,2021-01-19 00:00:00,Southeast,Virginia,Richmond,Men's Street Footwear,35,750,262500,131250,0.5,In-store
Sports Direct,1185732,2021-01-19 00:00:00,Southeast,Virginia,Richmond,Men's Athletic Footwear,35,550,192500,77000,0.39999999999999997,In-store
Sports Direct,1970-01-01 03:19:45.732000,2021-01-19 00:00:00,Southeast,Virginia,Richmond,Women's Street Footwear,25,550,137500,41250,0.3,In-store
Sports Direct,1185732,2021-01-19 00:00:00,Southeast,Virginia,Richmond,Women's Athletic Footwear,29.999999999999993,400,119999.99999999997,41999.999999999985,0.35,In-store
Sports Direct,1185732,44215,Southeast,Virginia,Richmond,Men's Apparel,45.00000000000001,450,202500.00000000003,81000,0.39999999999999997,In-store
Sports Direct,1185732,2021-01-19 00:00:00,Southeast,Virginia,Richmond,Women's Apparel,35,550,192500,105875.00000000001,0.55,In-store
Sports Direct,1185732,2021-02-17 00:00:00,Southeast,Virginia,Richmond,Men's Street Footwear,35,800,280000,140000,0.5,In-store
Sports Direct,1185732,2021-02-17 00:00:00,Southeast,Virginia,Richmond,Men's Athletic Footwear,35,450,157500,62999.99999999999,0.39999999999999997,In-store
Sports Direct,1185732,44244,Southeast,Virginia,Richmond,Women's Street Footwear,1970-01-01 03:00:00.025000,500,125000,37500,0.3,In-store
Sports Direct,1185732,44244,Midwest,Michigan,Detroit,Women's Athletic Footwear,29.999999999999993,1970-01-01 03:00:00.375000,112499.99999999997,39374.999999999985,0.35,In-store
Sports Direct,1185732,44244,Midwest,Michigan,Detroit,Men's Apparel,45.00000000000001,450,1970-01-01 03:03:22.500000,81000,0.39999999999999997,In-store
Sports Direct,1185732,44244,Midwest,Michigan,Detroit,Women's Apparel,35,550,192500,1970-01-01 03:01:45.875000,0.55,In-store
Sports Direct,1185732,44270,Midwest,Michigan,Detroit,Men's Street Footwear,35,770,269500,134750,1970-01-01 03:00:00,In-store
Sports Direct,1185732,2021-03-15 00:00:00,Midwest,Michigan,Detroit,Men's Athletic Footwear,35,450,157500,62999.99999999999,0.39999999999999997,In-store
Sports Direct,1185732,2021-03-15 00:00:00,Midwest,Michigan,Detroit,Women's Street Footwear,25,475,118750,35625,0.3,In-store
Sports Direct,1185732,2021-03-15 00:00:00,Midwest,Michigan,Detroit,Women's Athletic Footwear,29.999999999999993,325,97499.99999999997,34124.999999999985,0.35,In-store
Sports Direct,1970-01-01 03:19:45.732000,2021-03-15 00:00:00,Midwest,Michigan,Detroit,Men's Apparel,45.00000000000001,375,168750.00000000003,67500,0.39999999999999997,In-store
Sports Direct,1185732,2021-03-15 00:00:00,Midwest,Michigan,Detroit,Women's Apparel,35,475,166250,91437.50000000001,0.55,In-store
Sports Direct,1185732,44302,Midwest,Michigan,Detroit,Men's Street Footwear,35,725,253750,126875,0.5,In-store
Sports Direct,1185732,2021-04-16 00:00:00,Midwest,Michigan,Detroit,Men's Athletic Footwear,40,425,170000,68000,0.39999999999999997,In-store
Sports Direct,1185732,2021-04-16 00:00:00,Midwest,Michigan,Detroit,Women's Street Footwear,30.000000000000004,450,135000.00000000003,40500.00000000001,0.3,In-store
Sports Direct,1185732,2021-04-16 00:00:00,Midwest,Michigan,Detroit,Women's Athletic Footwear,35,375,131250,45937.5,0.35,In-store
Sports Direct,1185732,44302,Midwest,Michigan,Detroit,Men's Apparel,1970-01-01 03:00:00.050000,400,200000,80000,0.39999999999999997,In-store
Sports Direct,1185732,44302,Midwest,Michigan,Detroit,Women's Apparel,40,1970-01-01 03:00:00.525000,210000,115500.00000000001,0.55,In-store
Sports Direct,1185732,44331,Midwest,Michigan,Detroit,Men's Street Footwear,50,795,1970-01-01 03:06:37.500000,198750,0.5,In-store
Sports Direct,1185732,44331,Midwest,Michigan,Detroit,Men's Athletic Footwear,50,500,250000,1970-01-01 03:01:39.999000,0.39999999999999997,In-store
Sports Direct,1185732,44331,Midwest,Michigan,Detroit,Women's Street Footwear,45,475,213750,64125,1970-01-01 03:00:00,In-store
Sports Direct,1185732,2021-05-15 00:00:00,Midwest,Michigan,Detroit,Women's Athletic Footwear,45,450,202500,70875,0.35,In-store
Sports Direct,1185732,2021-05-15 00:00:00,Midwest,Michigan,Detroit,Men's Apparel,54.99999999999999,475,261249.99999999997,104499.99999999999,0.39999999999999997,In-store
Sports Direct,1185732,2021-05-15 00:00:00,Midwest,Michigan,Detroit,Women's Apparel,60,575,345000,189750.00000000003,0.55,In-store
Sports Direct,1970-01-01 03:19:45.732000,2021-06-17 00:00:00,Midwest,Michigan,Detroit,Men's Street Footwear,54.99999999999999,825,453749.99999999994,226874.99999999997,0.5,In-store
Sports Direct,1185732,2021-06-17 00:00:00,Midwest,Michigan,Detroit,Men's Athletic Footwear,50,575,287500,114999.99999999999,0.39999999999999997,In-store
Sports Direct,1185732,44364,Midwest,Michigan,Detroit,Women's Street Footwear,45,550,247500,74250,0.3,In-store
Sports Direct,1185732,2021-06-17 00:00:00,Midwest,Michigan,Detroit,Women's Athletic Footwear,45,525,236250,82687.5,0.35,In-store
Sports Direct,1185732,2021-06-17 00:00:00,Midwest,Michigan,Detroit,Men's Apparel,60,525,315000,125999.99999999999,0.39999999999999997,In-store
Sports Direct,1185732,2021-06-17 00:00:00,Midwest,Michigan,Detroit,Women's Apparel,65,675,438750,241312.50000000003,0.55,In-store
Sports Direct,1185732,44392,Midwest,Michigan,Detroit,Men's Street Footwear,1970-01-01 03:00:00.060000,900,540000,270000,0.5,In-store
Sports Direct,1185732,44392,Midwest,Michigan,Detroit,Men's Athletic Footwear,55.00000000000001,1970-01-01 03:00:00.650000,357500.00000000006,143000,0.39999999999999997,In-store
Sports Direct,1185732,44392,Midwest,Michigan,Detroit,Women's Street Footwear,50,575,1970-01-01 03:04:47.500000,86250,0.3,In-store
Sports Direct,1185732,44392,Midwest,Michigan,Detroit,Women's Athletic Footwear,50,525,262500,1970-01-01 03:01:31.875000,0.35,In-store
Sports Direct,1185732,44392,Midwest,Michigan,Detroit,Men's Apparel,60,550,330000,132000,1970-01-01 03:00:00,In-store
Sports Direct,1185732,2021-07-15 00:00:00,Midwest,Michigan,Detroit,Women's Apparel,65,725,471250,259187.50000000003,0.55,In-store
Sports Direct,1185732,2021-08-16 00:00:00,Midwest,Michigan,Detroit,Men's Street Footwear,60,875,525000,262500,0.5,In-store
Sports Direct,1185732,2021-08-16 00:00:00,Midwest,Michigan,Detroit,Men's Athletic Footwear,55.00000000000001,650,357500.00000000006,143000,0.39999999999999997,In-store
Sports Direct,1970-01-01 03:19:45.732000,2021-08-16 00:00:00,Midwest,Michigan,Detroit,Women's Street Footwear,45.00000000000001,575,258750.00000000003,77625,0.3,In-store
Sports Direct,1185732,2021-08-16 00:00:00,Midwest,Michigan,Detroit,Women's Athletic Footwear,35,525,183750,64312.49999999999,0.35,In-store
Sports Direct,1185732,44424,Midwest,Michigan,Detroit,Men's Apparel,45.00000000000001,500,225000.00000000003,90000,0.39999999999999997,In-store
Sports Direct,1185732,2021-08-16 00:00:00,Midwest,Michigan,Detroit,Women's Apparel,50.000000000000014,675,337500.0000000001,185625.0000000001,0.55,In-store
Sports Direct,1185732,2021-09-15 00:00:00,Midwest,Michigan,Detroit,Men's Street Footwear,45.00000000000001,800,360000.00000000006,180000.00000000003,0.5,In-store
Sports Direct,1185732,2021-09-15 00:00:00,Midwest,Michigan,Detroit,Men's Athletic Footwear,40.000000000000014,600,240000.0000000001,96000.00000000003,0.39999999999999997,In-store
Sports Direct,1185732,44454,Midwest,Michigan,Detroit,Women's Street Footwear,1970-01-01 03:00:00.035000,500,175000,52500,0.3,In-store
Sports Direct,1185732,44454,Midwest,Michigan,Detroit,Women's Athletic Footwear,35,1970-01-01 03:00:00.475000,166250,58187.49999999999,0.35,In-store
Sports Direct,1185732,44454,Midwest,Michigan,Detroit,Men's Apparel,45.00000000000001,475,1970-01-01 03:03:33.750000,85500,0.39999999999999997,In-store
Sports Direct,1185732,44454,Midwest,Michigan,Detroit,Women's Apparel,50.000000000000014,575,287500.00000000006,1970-01-01 03:02:38.125000,0.55,In-store
Sports Direct,1185732,44486,Midwest,Michigan,Detroit,Men's Street Footwear,50.000000000000014,750,375000.0000000001,187500.00000000006,1970-01-01 03:00:00,In-store
Sports Direct,1185732,2021-10-17 00:00:00,Midwest,Michigan,Detroit,Men's Athletic Footwear,40.000000000000014,575,230000.0000000001,92000.00000000003,0.39999999999999997,In-store
Sports Direct,1185732,2021-10-17 00:00:00,Midwest,Michigan,Detroit,Women's Street Footwear,40.000000000000014,425,170000.00000000006,51000.000000000015,0.3,In-store
Sports Direct,1185732,2021-10-17 00:00:00,Midwest,Michigan,Detroit,Women's Athletic Footwear,40.000000000000014,400,160000.00000000006,56000.000000000015,0.35,In-store
Sports Direct,1970-01-01 03:19:45.732000,2021-10-17 00:00:00,Midwest,Michigan,Detroit,Men's Apparel,50.000000000000014,400,200000.00000000006,80000.00000000001,0.39999999999999997,In-store
Sports Direct,1185732,2021-10-17 00:00:00,Midwest,Michigan,Detroit,Women's Apparel,55.00000000000001,525,288750.00000000006,158812.50000000006,0.55,In-store
Sports Direct,1185732,44516,Midwest,Michigan,Detroit,Men's Street Footwear,50.000000000000014,675,337500.0000000001,168750.00000000006,0.5,In-store
Sports Direct,1185732,2021-11-16 00:00:00,Midwest,Michigan,Detroit,Men's Athletic Footwear,45.000000000000014,500,225000.00000000006,90000.00000000001,0.39999999999999997,In-store
Sports Direct,1185732,2021-11-16 00:00:00,Midwest,Michigan,Detroit,Women's Street Footwear,45.000000000000014,445,200250.00000000006,60075.000000000015,0.3,In-store
Sports Direct,1185732,2021-11-16 00:00:00,Midwest,Michigan,Detroit,Women's Athletic Footwear,45.000000000000014,475,213750.00000000006,74812.50000000001,0.35,In-store
Sports Direct,1185732,44516,Midwest,Michigan,Detroit,Men's Apparel,1970-01-01 03:00:00.060000,450,270000,107999.99999999999,0.39999999999999997,In-store
Sports Direct,1185732,44516,Midwest,Michigan,Detroit,Women's Apparel,64.99999999999999,1970-01-01 03:00:00.625000,406249.9999999999,223437.49999999994,0.55,In-store
Sports Direct,1185732,44545,Midwest,Michigan,Detroit,Men's Street Footwear,60,850,1970-01-01 03:08:30,255000,0.5,In-store
Sports Direct,1185732,44545,Midwest,Michigan,Detroit,Men's Athletic Footwear,50,650,325000,1970-01-01 03:02:09.999000,0.39999999999999997,In-store
Foot Locker,1185732,44545,Midwest,Michigan,Detroit,Women's Street Footwear,50,600,300000,90000,1970-01-01 03:00:00,In-store
Foot Locker,1185732,2021-12-15 00:00:00,Midwest,Michigan,Detroit,Women's Athletic Footwear,50,550,275000,96250,0.35,In-store
Foot Locker,1185732,2021-12-15 00:00:00,Midwest,Michigan,Detroit,Men's Apparel,60,550,330000,132000,0.39999999999999997,In-store
Foot Locker,1185732,2021-12-15 00:00:00,Midwest,Michigan,Detroit,Women's Apparel,64.99999999999999,650,422499.9999999999,232374.99999999994,0.55,In-store
Foot Locker,1970-01-01 03:19:45.732000,2021-01-18 00:00:00,Midwest,Michigan,Detroit,Men's Street Footwear,30,625,187500,75000,0.4,In-store
Foot Locker,1185732,2021-01-18 00:00:00,Midwest,Michigan,Detroit,Men's Athletic Footwear,30,425,127500,44625,0.35,In-store
Foot Locker,1185732,44214,Midwest,Michigan,Detroit,Women's Street Footwear,20,425,85000,29749.999999999996,0.35,In-store
Foot Locker,1185732,2021-01-18 00:00:00,Midwest,Michigan,Detroit,Women's Athletic Footwear,25.000000000000007,275,68750.00000000001,27500.000000000007,0.4,In-store
Foot Locker,1185732,2021-01-18 00:00:00,Midwest,Michigan,Detroit,Men's Apparel,40,325,130000,45500,0.35,In-store
Foot Locker,1185732,2021-01-18 00:00:00,Midwest,Michigan,Detroit,Women's Apparel,30,425,127500,63750,0.5,In-store
Foot Locker,1185732,44245,Midwest,Michigan,Detroit,Men's Street Footwear,1970-01-01 03:00:00.030000,675,202500,81000,0.4,In-store
Foot Locker,1185732,44245,Midwest,Michigan,Detroit,Men's Athletic Footwear,30,1970-01-01 03:00:00.325000,97500,34125,0.35,In-store
Foot Locker,1185732,44245,Midwest,Michigan,Detroit,Women's Street Footwear,20,375,1970-01-01 03:01:15,26250,0.35,In-store
Foot Locker,1185732,44245,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25.000000000000007,250,62500.000000000015,1970-01-01 03:00:25,0.4,In-store
Foot Locker,1185732,44245,Midwest,Missouri,St. Louis,Men's Apparel,40,325,130000,45500,1970-01-01 03:00:00,In-store
Foot Locker,1185732,2021-02-18 00:00:00,Midwest,Missouri,St. Louis,Women's Apparel,30,400,120000,60000,0.5,In-store
Foot Locker,1185732,2021-03-17 00:00:00,Midwest,Missouri,St. Louis,Men's Street Footwear,35,620,217000,86800,0.4,In-store
Foot Locker,1185732,2021-03-17 00:00:00,Midwest,Missouri,St. Louis,Men's Athletic Footwear,35,300,105000,36750,0.35,In-store
Foot Locker,1970-01-01 03:19:45.732000,2021-03-17 00:00:00,Midwest,Missouri,St. Louis,Women's Street Footwear,25.000000000000007,350,87500.00000000003,30625.000000000007,0.35,In-store
Foot Locker,1185732,2021-03-17 00:00:00,Midwest,Missouri,St. Louis,Women's Athletic Footwear,30,200,60000,24000,0.4,In-store
Foot Locker,1185732,44272,Midwest,Missouri,St. Louis,Men's Apparel,45,250,112500,39375,0.35,In-store
Foot Locker,1185732,2021-03-17 00:00:00,Midwest,Missouri,St. Louis,Women's Apparel,35,350,122500,61250,0.5,In-store
Foot Locker,1185732,2021-04-18 00:00:00,Midwest,Missouri,St. Louis,Men's Street Footwear,35,575,201250,80500,0.4,In-store
Foot Locker,1185732,2021-04-18 00:00:00,Midwest,Missouri,St. Louis,Men's Athletic Footwear,30.000000000000004,275,82500.00000000001,28875.000000000004,0.35,In-store
Foot Locker,1185732,44304,Midwest,Missouri,St. Louis,Women's Street Footwear,1970-01-01 03:00:00.020000,275,55000.00000000002,19250.000000000007,0.35,In-store
Foot Locker,1185732,44304,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25,1970-01-01 03:00:00.200000,50000,20000,0.4,In-store
Foot Locker,1185732,44304,Midwest,Missouri,St. Louis,Men's Apparel,40,225,1970-01-01 03:01:30,31499.999999999996,0.35,In-store
Foot Locker,1185732,44304,Midwest,Missouri,St. Louis,Women's Apparel,30.000000000000004,350,105000.00000000001,1970-01-01 03:00:52.500000,0.5,In-store
Foot Locker,1185732,44335,Midwest,Missouri,St. Louis,Men's Street Footwear,40,620,248000,99200,1970-01-01 03:00:00,In-store
Foot Locker,1185732,2021-05-19 00:00:00,Midwest,Missouri,St. Louis,Men's Athletic Footwear,35.00000000000001,325,113750.00000000003,39812.50000000001,0.35,In-store
Foot Locker,1185732,2021-05-19 00:00:00,Midwest,Missouri,St. Louis,Women's Street Footwear,30.000000000000004,300,90000.00000000001,31500.000000000004,0.35,In-store
Foot Locker,1185732,2021-05-19 00:00:00,Midwest,Missouri,St. Louis,Women's Athletic Footwear,30.000000000000004,225,67500.00000000001,27000.000000000007,0.4,In-store
Foot Locker,1970-01-01 03:19:45.732000,2021-05-19 00:00:00,Midwest,Missouri,St. Louis,Men's Apparel,44.99999999999999,250,112499.99999999999,39374.99999999999,0.35,In-store
Foot Locker,1185732,2021-05-19 00:00:00,Midwest,Missouri,St. Louis,Women's Apparel,49.99999999999999,350,174999.99999999997,87499.99999999999,0.5,In-store
Foot Locker,1185732,44365,Midwest,Missouri,St. Louis,Men's Street Footwear,35,600,210000,84000,0.4,In-store
Foot Locker,1185732,2021-06-18 00:00:00,Midwest,Missouri,St. Louis,Men's Athletic Footwear,30.00000000000001,350,105000.00000000004,36750.000000000015,0.35,In-store
Foot Locker,1185732,2021-06-18 00:00:00,Midwest,Missouri,St. Louis,Women's Street Footwear,25.000000000000007,375,93750.00000000003,32812.50000000001,0.35,In-store
Foot Locker,1185732,2021-06-18 00:00:00,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25.000000000000007,350,87500.00000000003,35000.000000000015,0.4,In-store
Foot Locker,1185732,44365,Midwest,Missouri,St. Louis,Men's Apparel,1970-01-01 03:00:00.040000,350,140000,49000,0.35,In-store
Foot Locker,1185732,44365,Midwest,Missouri,St. Louis,Women's Apparel,45,1970-01-01 03:00:00.525000,236250,118125,0.5,In-store
Foot Locker,1185732,44394,Midwest,Missouri,St. Louis,Men's Street Footwear,40,750,1970-01-01 03:05:00,120000,0.4,In-store
Foot Locker,1185732,44394,Midwest,Missouri,St. Louis,Men's Athletic Footwear,35.00000000000001,500,175000.00000000003,1970-01-01 03:01:01.250000,0.35,In-store
Foot Locker,1185732,44394,Midwest,Missouri,St. Louis,Women's Street Footwear,30.000000000000004,425,127500.00000000001,44625,1970-01-01 03:00:00,In-store
Foot Locker,1185732,2021-07-17 00:00:00,Midwest,Missouri,St. Louis,Women's Athletic Footwear,30.000000000000004,375,112500.00000000001,45000.00000000001,0.4,In-store
Foot Locker,1185732,2021-07-17 00:00:00,Midwest,Missouri,St. Louis,Men's Apparel,40,375,150000,52500,0.35,In-store
Foot Locker,1185732,2021-07-17 00:00:00,Midwest,Missouri,St. Louis,Women's Apparel,45,550,247500,123750,0.5,In-store
Foot Locker,1970-01-01 03:19:45.732000,2021-08-18 00:00:00,Midwest,Missouri,St. Louis,Men's Street Footwear,40,700,280000,112000,0.4,In-store
Foot Locker,1185732,2021-08-18 00:00:00,Midwest,Missouri,St. Louis,Men's Athletic Footwear,40.00000000000001,475,190000.00000000003,66500,0.35,In-store
Foot Locker,1185732,44426,Midwest,Missouri,St. Louis,Women's Street Footwear,35,400,140000,49000,0.35,In-store
Foot Locker,1185732,2021-08-18 00:00:00,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25.000000000000007,325,81250.00000000003,32500.000000000015,0.4,In-store
Foot Locker,1185732,2021-08-18 00:00:00,Midwest,Missouri,St. Louis,Men's Apparel,35,300,105000,36750,0.35,In-store
Foot Locker,1185732,2021-08-18 00:00:00,Midwest,Missouri,St. Louis,Women's Apparel,40,475,190000,95000,0.5,In-store
Foot Locker,1185732,44458,Midwest,Missouri,St. Louis,Men's Street Footwear,1970-01-01 03:00:00.035000,600,210000,84000,0.4,In-store
Foot Locker,1185732,44458,Midwest,Missouri,St. Louis,Men's Athletic Footwear,30.00000000000001,1970-01-01 03:00:00.400000,120000.00000000004,42000.000000000015,0.35,In-store
Foot Locker,1185732,44458,Midwest,Missouri,St. Louis,Women's Street Footwear,15.000000000000002,300,1970-01-01 03:00:45,15750.000000000002,0.35,In-store
Foot Locker,1185732,44458,Midwest,Missouri,St. Louis,Women's Athletic Footwear,15.000000000000002,275,41250.00000000001,1970-01-01 03:00:16.500000,0.4,In-store
Foot Locker,1185732,44458,Midwest,Missouri,St. Louis,Men's Apparel,25,275,68750,24062.5,1970-01-01 03:00:00,In-store
Foot Locker,1185732,2021-09-19 00:00:00,Midwest,Missouri,St. Louis,Women's Apparel,30.000000000000004,350,105000.00000000001,52500.00000000001,0.5,In-store
Foot Locker,1185732,2021-10-18 00:00:00,Midwest,Missouri,St. Louis,Men's Street Footwear,35,525,183750,73500,0.4,In-store
Foot Locker,1185732,2021-10-18 00:00:00,Midwest,Missouri,St. Louis,Men's Athletic Footwear,25,350,87500,30624.999999999996,0.35,In-store
Foot Locker,1970-01-01 03:19:45.732000,2021-10-18 00:00:00,Midwest,Missouri,St. Louis,Women's Street Footwear,25,250,62500,21875,0.35,In-store
Foot Locker,1185732,2021-10-18 00:00:00,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25,225,56250,22500,0.4,In-store
Foot Locker,1185732,44487,Midwest,Missouri,St. Louis,Men's Apparel,35,225,78750,27562.5,0.35,In-store
Foot Locker,1185732,2021-10-18 00:00:00,Midwest,Missouri,St. Louis,Women's Apparel,39.99999999999999,350,139999.99999999997,69999.99999999999,0.5,In-store
Foot Locker,1185732,2021-11-18 00:00:00,Midwest,Missouri,St. Louis,Men's Street Footwear,35,500,175000,70000,0.4,In-store
Foot Locker,1185732,2021-11-18 00:00:00,Midwest,Missouri,St. Louis,Men's Athletic Footwear,25.000000000000007,350,87500.00000000003,30625.000000000007,0.35,In-store
Foot Locker,1185732,44518,Midwest,Missouri,St. Louis,Women's Street Footwear,1970-01-01 03:00:00.025000,295,73750.00000000001,25812.500000000004,0.35,In-store
